homeTeam,awayTeam,homeScore,awayScore
JUV,BAY,2,3
ARS,PSG,2,3
JUV,ARS,3,2
PSG,RMA,6,7
RMA,MCI,3,2
BAY,MCI,2,3
BAR,MCI,4,2
BAR,LIV,4,2
LIV,JUV,1,3
ARS,PSG,6,5
JUV,RMA,3,2
JUV,ARS,4,2
JUV,ARS,4,5
MCI,ARS,10,9
MCI,BAR,3,4
RMA,JUV,1,3
BAR,JUV,4,2
BAR,MCI,3,4
LIV,RMA,4,3
PSG,LIV,0,3
PSG,RMA,2,3ars
BAY,PSG,1,3
BAY,ARS,4,1
BAY,ARS,4,2
JUV,ARS,4,2
LIV,BAR,3,1
RMA,LIV,0,3
BAR,MCI,3,1
BAR,BAY,3,4
PSG,MCI,1,3
BAY,JUV,1,3
MCI,PSG,4,2
LIV,RMA,4,3
ARS,PSG,1,3
LIV,RMA,1,3
JUV,ARS,4,2
PSG,RMA,3,2
PSG,RMA,2,4
JUV,ARS,3,0
RMA,MCI,2,3
ARS,MCI,1,3
LIV,JUV,5,4
LIV,PSG,4,3
RMA,LIV,4,2
ARS,PSG,2,3
ARS,PSG,2,1
ARS,PSG,2,3
RMA,ARS,2,3
RMA,ARS,2,4
BAY,ARS,4,5
ARS,PSG,3,2
ARS,MCI,3,2
ARS,PSG,3,2
ARS,LIV,5,4
JUV,ARS,3,4
BAY,ARS,2,3
ARS,PSG,4,2
ARS,JUV,2,3
BAY,ARS,1,2
ARS,PSG,5,4
ARS,BAR,3,4
BAR,ARS,4,3
JUV,ARS,3,4
ARS,PSG,2,3
BAY,ARS,6,5
ARS,MCI,3,1
ARS,MCI,3,4
BAY,ARS,4,2
BAR,ARS,4,5
BAR,ARS,3,4
RMA,ARS,2,1
ARS,BAY,3,0
RMA,ARS,3,1
ARS,RMA,3,1
ARS,MCI,3,2
BAY,LIV,2,3
RMA,LIV,3,0
ARS,RMA,4,1
ARS,PSG,4,5
ARS,BAR,3,4
BAR,BAY,4,1
BAR,BAY,2,0
BAR,BAY,3,2
BAR,LIV,1,2
BAR,LIV,3,2
BAR,JUV,5,6
BAR,RMA,1,3
BAR,PSG,1,2
BAR,ARS,2,3
BAR,ARS,3,2
BAR,ARS,1,2
BAR,JUV,3,1
BAR,RMA,2,3
BAR,RMA,0,1
BAR,MCI,0,2
BAR,MCI,3,0
BAR,LIV,0,2
BAR,LIV,1,3
JUV,ARS,3,2
ARS,JUV,3,0
LIV,MCI,4,2
LIV,MCI,7,6
BAR,LIV,2,3
BAR,LIV,1,3
LIV,MCI,4,2
LIV,MCI,4,2
MCI,LIV,4,3
MCI,LIV,1,3
LIV,MCI,3,2
MCI,LIV,4,2
LIV,MCI,1,3
LIV,MCI,3,4
LIV,MCI,4,2
MCI,LIV,1,2
MCI,LIV,3,4
MCI,BAY,3,1
LIV,MCI,3,4
LIV,MCI,6,5
PSG,BAR,4,3
BAR,LIV,5,3
BAY,BAR,3,1
JUV,MCI,3,1
BAR,LIV,1,3
RMA,LIV,3,4
RMA,MCI,4,3
LIV,RMA,2,3
RMA,LIV,5,4
RMA,LIV,4,5
RMA,LIV,4,2
RMA,LIV,4,3
RMA,LIV,6,5
BAY,RMA,2,3
RMA,BAY,4,2
RMA,BAY,4,5
BAY,PSG,2,3
PSG,BAY,3,2
BAY,PSG,5,6
RMA,BAY,1,0
PSG,BAY,3,0
PSG,BAY,2,3
PSG,BAY,1,3
BAY,PSG,5,4
BAY,PSG,2,3
BAY,RMA,0,2
BAY,PSG,1,2
PSG,BAY,2,3
BAY,PSG,4,5
BAY,PSG,3,1
MCI,PSG,4,5
LIV,BAR,1,2
BAR,JUV,3,4
ARS,RMA,4,3
JUV,ARS,3,4
ARS,LIV,2,3
BAY,LIV,4,3
PSG,BAY,2,3
MCI,BAY,2,3
RMA,BAR,4,3
JUV,MCI,3,1
JUV,ARS,3,2
JUV,PSG,3,2
BAR,LIV,3,1
LIV,PSG,3,2
ARS,JUV,3,2
RMA,BAR,2,4
MCI,BAY,5,4
PSG,ARS,3,4
BAR,ARS,2,3
LIV,MCI,3,0
ARS,PSG,3,1
ARS,PSG,3,4
BAR,LIV,2,0
BAR,JUV,4,2
RMA,LIV,4,2
BAY,MCI,4,3
RMA,BAR,3,4
BAY,ARS,4,1
BAY,MCI,3,1
PSG,BAY,3,2
PSG,BAY,1,3
ARS,BAY,0,2
LIV,RMA,8,9
BAR,JUV,4,2
BAR,RMA,2,3
JUV,MCI,0,3
JUV,BAR,3,2
BAY,ARS,4,3
ARS,BAR,3,4
ARS,BAY,3,4
MCI,LIV,2,4
PSG,RMA,4,5
BAR,MCI,3,0
BAR,MCI,3,1
BAR,ARS,2,3
LIV,BAR,1,3
ARS,PSG,3,4
LIV,JUV,2,3
PSG,BAY,3,1
MCI,RMA,4,1
JUV,LIV,5,4
MCI,ARS,4,2
RMA,LIV,1,3
BAR,MCI,4,2
LIV,JUV,5,4
BAR,JUV,2,3
BAY,RMA,2,1
JUV,RMA,5,3
JUV,ARS,2,3
ARS,LIV,4,5
ARS,LIV,1,3
PSG,MCI,2,3
RMA,BAR,1,3
LIV,BAR,4,1
MCI,BAR,4,5
LIV,BAY,1,3
MCI,RMA,4,5
BAY,PSG,4,3
BAR,LIV,2,3
JUV,LIV,4,3
BAR,LIV,3,1
PSG,JUV,4,3
PSG,JUV,4,3
PSG,RMA,4,3
MCI,ARS,4,3
LIV,RMA,3,0
RMA,BAR,2,3
JUV,MCI,4,3
RMA,BAR,2,3
ARS,PSG,2,3
ARS,PSG,3,2
BAY,RMA,1,3
PSG,BAR,1,2
LIV,JUV,3,4
JUV,BAY,1,3
ARS,LIV,6,7
ARS,LIV,2,4
ARS,LIV,4,3
LIV,ARS,3,1
JUV,ARS,4,3
JUV,ARS,3,1
BAR,MCI,3,1
BAR,MCI,3,0
LIV,MCI,3,4
MCI,RMA,1,3
MCI,ARS,5,4
RMA,BAR,4,3
BAR,RMA,3,4
BAR,RMA,4,2
RMA,MCI,3,4
MCI,RMA,3,0
JUV,ARS,3,4
BAR,RMA,3,2
PSG,BAR,1,3
BAY,PSG,3,4
BAR,JUV,4,5
RMA,MCI,0,2
BAR,RMA,3,2
PSG,LIV,2,1
MCI,LIV,4,2
PSG,LIV,2,1
RMA,BAY,2,3
RMA,BAY,4,3
BAY,RMA,2,0
BAY,RMA,3,1
RMA,LIV,1,3
RMA,BAY,2,3
RMA,LIV,3,2
LIV,RMA,1,3
BAY,RMA,1,3
RMA,BAY,3,4
BAY,RMA,3,1
BAY,RMA,3,4
ARS,LIV,3,4
LIV,ARS,2,3
ARS,LIV,5,3
BAY,LIV,2,1
LIV,ARS,1,3
PSG,LIV,3,2
JUV,LIV,1,3
JUV,LIV,2,3
LIV,JUV,2,4
PSG,LIV,4,2
JUV,LIV,3,4
ARS,LIV,2,3
LIV,BAR,1,2
LIV,PSG,3,1
PSG,LIV,3,1
ARS,LIV,3,1
JUV,LIV,5,4
LIV,BAY,4,2
LIV,BAY,4,2
JUV,LIV,1,3
LIV,ARS,3,2
JUV,LIV,3,1
BAY,LIV,3,4
LIV,JUV,6,7
JUV,LIV,4,2
LIV,ARS,5,4
JUV,LIV,4,3
PSG,LIV,4,2
LIV,JUV,2,3
ARS,LIV,0,2
ARS,LIV,5,3
ARS,LIV,1,2
LIV,PSG,4,1
ARS,LIV,2,3
LIV,JUV,3,4
JUV,LIV,3,2
LIV,BAY,4,1
LIV,JUV,3,4
BAY,LIV,4,5
LIV,PSG,2,3
ARS,LIV,3,2
ARS,LIV,6,7
ARS,LIV,2,4
LIV,MCI,4,3
LIV,BAR,0,2
BAR,LIV,2,4
BAR,LIV,2,3
BAR,LIV,3,1
LIV,BAR,2,3
LIV,RMA,1,3
RMA,LIV,3,2
BAR,LIV,2,4
LIV,MCI,3,4
MCI,LIV,1,3
MCI,LIV,3,1
LIV,BAR,5,3
BAR,LIV,0,1
BAR,LIV,5,4
RMA,LIV,1,3
LIV,BAR,4,2
LIV,BAR,2,3
LIV,BAR,2,0
LIV,BAR,3,1
LIV,BAR,4,3
RMA,LIV,3,0
LIV,MCI,2,3
LIV,BAR,6,5
LIV,RMA,3,2
BAR,LIV,5,4
LIV,BAR,2,4
BAR,LIV,3,2
LIV,BAR,3,4
RMA,LIV,4,5
LIV,BAR,3,2
LIV,MCI,4,2
LIV,BAR,2,3
MCI,LIV,4,5
LIV,MCI,3,4
JUV,MCI,4,2
MCI,ARS,8,9
ARS,PSG,2,4
JUV,MCI,1,3
BAY,MCI,4,3
RMA,BAR,3,4
MCI,BAR,1,2
ARS,JUV,1,2
PSG,BAY,3,1
JUV,MCI,2,1
JUV,ARS,3,4
BAR,MCI,2,3
BAR,ARS,1,2
BAY,JUV,1,2
RMA,BAR,0,3
LIV,JUV,4,2
ARS,RMA,4,3
